K	ADVFM_AVG	ADVFM_NEW-OLD	ADVFM_behind	ADVFM_in	ADVFM_near	ADVFM_on	FM	FMS	PT	SYNTH	ID
0	65.23	-12.85	61.0	68.48	56.61	74.83	64.88	83.78	81.76	68.75	0090
64	65.4525	41.93	84.69	38.85	88.14	50.13	87.26	93.78	84.86	85.94	0619
0	50.0	100.0	100.0	0.0	100.0	0.0	87.77	87.77	58.69	45.31	0651
64	49.975	99.95	100.0	0.0	99.9	0.0	85.99	85.89	57.51	42.19	1583
64	50.0	100.0	100.0	0.0	100.0	0.0	89.75	89.51	58.61	43.75	0061
0	49.9875	99.97	100.0	0.0	99.95	0.0	90.24	90.02	58.15	51.56	0652
64	50.0	100.0	100.0	0.0	100.0	0.0	90.28	89.91	57.17	35.94	1012
64	79.09	4.24	84.69	68.59	77.73	85.35	85.6	88.86	85.25	75.0	1541
0	50.4875	98.61	99.84	0.22	99.75	2.14	91.7	91.29	79.14	64.06	0518
64	60.235	69.03	94.16	30.74	95.35	20.69	87.18	90.1	80.27	75.0	1128
64	75.3675	12.37	86.98	60.16	76.13	78.2	82.89	90.0	81.65	71.88	1043
64	35.05	6.73	14.26	54.5	62.56	8.88	16.53	17.21	17.35	23.44	1553
0	50.0	100.0	100.0	0.0	100.0	0.0	89.0	88.92	58.02	35.94	0616
0	61.825	27.33	74.35	30.63	76.63	65.69	74.52	90.22	80.86	85.94	0044
0	50.0	100.0	100.0	0.0	100.0	0.0	89.83	89.77	58.97	62.5	0554
64	50.0	100.0	100.0	0.0	100.0	0.0	89.55	89.59	56.94	56.25	1537
64	66.5375	-2.19	69.52	75.92	61.36	59.35	74.97	76.67	80.04	73.44	0064
0	49.76	99.41	99.38	0.11	99.55	0.0	86.35	86.82	57.81	45.31	0535
0	58.9725	69.27	95.17	16.87	92.04	31.81	83.56	91.15	81.73	90.62	0536
64	73.605	6.23	83.62	57.6	69.82	83.38	81.41	89.31	84.45	75.0	1047
64	50.0	100.0	100.0	0.0	100.0	0.0	89.98	89.65	58.51	46.88	0025
64	74.4075	-22.97	73.14	81.8	52.7	89.99	76.49	84.87	86.04	79.69	1560
64	50.0	100.0	100.0	0.0	100.0	0.0	89.27	89.21	56.86	65.62	1538
0	50.0	100.0	100.0	0.0	100.0	0.0	90.28	90.32	57.69	53.12	1510
64	50.0	100.0	100.0	0.0	100.0	0.0	89.15	89.39	58.56	54.69	0030
64	75.425	15.92	86.39	65.7	80.38	69.23	82.91	91.05	81.14	64.06	1543
0	52.125	-46.57	28.2	83.8	29.48	67.02	56.76	86.19	82.86	76.56	0130
0	50.0	100.0	100.0	0.0	100.0	0.0	89.41	89.31	56.97	59.38	1015
64	50.0	100.0	100.0	0.0	100.0	0.0	89.75	89.51	57.63	54.69	0146
64	79.5825	-8.5	78.3	84.35	72.37	83.31	75.44	85.36	79.55	78.12	0093
0	60.4725	19.81	73.79	50.5	66.97	50.63	71.26	88.11	81.91	82.81	1616
0	28.7875	55.7	98.2	1.78	15.07	0.1	71.73	71.02	56.51	43.75	1010
64	73.4375	20.51	82.8	56.94	84.58	69.43	84.06	91.05	83.4	79.69	0005
64	70.285	41.01	90.54	33.3	91.04	66.26	87.06	90.28	80.88	75.0	0094
64	50.0	100.0	100.0	0.0	100.0	0.0	89.53	89.15	57.94	48.44	0569
0	56.55	82.28	96.83	22.31	98.55	8.51	87.69	84.02	75.67	48.44	0528
64	50.0	100.0	100.0	0.0	100.0	0.0	89.79	89.75	58.02	57.81	0623
0	50.0	100.0	100.0	0.0	100.0	0.0	89.67	89.33	57.51	48.44	0606
64	50.0	100.0	100.0	0.0	100.0	0.0	89.91	89.83	58.3	48.44	0010
0	64.0075	-15.55	55.16	77.14	57.31	66.42	68.0	88.32	81.86	78.12	1621
