K	ADVFM_AVG	ADVFM_NEW-OLD	ADVFM_behind	ADVFM_in	ADVFM_near	ADVFM_on	ADVFM_under	FM	FMS	PT	SYNTH	ID
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.19	88.62	58.11	35.94	0883
64	35.736	-89.34	0.0	88.65	0.0	90.03	0.0	6.72	6.29	67.94	51.56	2823
64	80.816	7.31	82.72	67.13	75.9	85.73	92.6	83.04	90.37	81.06	75.0	0560
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.33	88.75	58.93	59.38	0836
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.49	88.57	57.27	54.69	0518
0	62.604	87.08	96.83	11.7	96.87	9.01	98.61	88.31	88.94	72.44	67.19	0775
64	62.332	92.39	98.77	13.1	99.24	0.7	99.85	88.47	87.17	67.04	60.94	0575
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.61	88.57	58.34	50.0	0818
64	60.096	99.06	99.72	1.17	99.51	0.15	99.93	88.06	88.21	67.26	62.5	0546
64	78.76	-0.25	79.76	74.04	69.42	83.78	86.8	79.54	87.78	81.73	76.56	0553
0	62.38	-23.24	50.3	82.11	44.73	70.54	64.22	62.07	82.65	77.42	65.62	0632
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.67	88.61	56.83	60.94	0095
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.38	88.89	57.13	62.5	0891
0	60.11	99.21	99.82	0.58	99.78	0.59	99.78	89.09	88.64	68.77	59.38	0862
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.19	57.92	45.31	0797
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.38	88.95	59.18	46.88	0901
64	80.776	-5.9	81.38	87.02	66.99	81.61	86.88	79.81	91.02	80.83	70.31	0503
64	23.312	6.89	24.11	38.36	13.18	0.0	40.91	17.07	17.07	5.79	7.81	0329
64	83.03	14.72	87.12	69.24	86.82	79.15	92.82	81.26	83.27	68.75	56.25	0277
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.47	88.77	58.34	46.88	0253
64	76.916	42.86	92.85	45.5	93.14	56.9	96.19	86.89	85.83	71.66	56.25	0380
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.11	88.47	57.69	54.69	0276
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.02	89.22	57.5	48.44	0025
64	69.998	60.13	90.88	50.41	97.14	17.43	94.13	86.77	90.74	73.39	60.94	0368
0	75.09	42.7	89.72	80.0	91.63	18.94	95.16	81.56	74.62	66.56	29.69	0547
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.67	87.93	57.64	65.62	0819
64	59.978	99.96	100.0	0.0	99.89	0.0	100.0	86.49	86.71	58.45	45.31	0764
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.41	88.34	57.69	48.44	0076
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.05	89.05	59.15	62.5	0369
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.08	88.24	57.64	62.5	0372
0	80.284	8.47	77.58	69.71	83.63	80.69	89.81	75.56	79.29	67.85	59.38	0274
0	62.286	92.56	99.33	13.1	98.6	0.4	100.0	89.46	88.42	75.66	75.0	0766
64	76.73	-6.39	80.01	92.75	56.08	68.37	86.44	76.52	87.17	74.9	70.31	0324
64	62.51	-44.11	55.54	90.64	33.39	87.31	45.67	59.56	77.43	83.66	64.06	0640
0	61.518	93.12	99.19	9.71	98.43	1.58	98.68	87.7	85.75	71.4	62.5	0786
64	78.392	19.33	84.2	57.89	84.44	75.69	89.74	81.31	84.73	70.2	56.25	0292
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.67	88.52	57.36	34.38	0264
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.69	57.19	54.69	0859
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.09	88.33	56.46	39.06	0579
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.66	88.75	58.62	37.5	0831
64	81.908	22.39	90.81	64.68	88.38	72.27	93.4	84.54	85.87	71.74	59.38	0538
64	63.768	85.85	96.3	12.05	99.19	12.47	98.83	87.42	90.22	69.95	78.12	0150
0	76.504	42.28	92.75	44.09	91.68	58.18	95.82	83.42	81.7	67.1	57.81	0148
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.69	88.74	57.22	64.06	0882
0	60.012	99.65	99.72	0.12	99.89	0.33	100.0	88.66	89.13	68.33	65.62	0621
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.06	88.64	58.17	51.56	0067
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	89.18	57.67	57.81	0525
64	59.986	99.98	100.0	0.0	100.0	0.0	99.93	86.62	87.05	58.42	46.88	0869
0	61.92	94.39	99.37	10.53	99.73	0.04	99.93	88.23	88.84	65.86	57.81	0531
0	66.734	66.92	93.73	12.75	92.27	40.42	94.5	83.34	81.72	66.76	67.19	0068
0	67.334	50.99	86.41	33.1	89.9	40.38	86.88	80.58	90.19	80.67	78.12	0340
0	71.002	63.23	93.7	49.47	96.65	16.66	98.53	86.76	87.33	68.91	59.38	0776
64	80.258	9.96	82.15	70.41	83.63	78.15	86.95	79.97	76.16	69.75	51.56	0551
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.61	88.41	56.88	48.44	0364
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.41	88.66	55.76	48.44	0841
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.6	88.95	58.62	50.0	0084
0	73.934	35.05	84.72	53.92	86.98	51.89	92.16	80.61	88.8	79.1	56.25	0616
0	59.946	99.88	99.96	0.0	99.73	0.04	100.0	88.64	88.69	65.81	65.62	0626
64	24.734	-40.65	1.8	98.25	0.38	0.0	23.24	48.84	49.77	57.47	34.38	0521
64	83.666	11.0	83.95	79.88	88.38	74.26	91.86	82.48	87.37	68.77	70.31	0909
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.75	88.71	56.52	59.38	0619
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.84	88.44	57.92	50.0	0007
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.94	89.09	58.7	56.25	0897
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.23	88.71	59.57	42.19	0027
64	77.036	41.4	92.4	53.57	92.49	50.83	95.89	86.0	85.24	66.65	64.06	0853
64	74.416	42.61	91.38	42.46	89.09	55.24	93.91	84.36	87.81	71.91	65.62	0760
0	60.558	97.13	99.47	0.0	99.35	4.56	99.41	88.8	89.18	68.21	67.19	0102
64	80.672	-5.15	83.95	79.18	68.61	88.34	83.28	78.34	82.02	76.13	73.44	0295
64	59.936	99.89	100.0	0.0	99.68	0.0	100.0	88.31	88.21	58.28	42.19	0383
0	63.756	84.8	97.92	12.51	97.24	13.24	97.87	88.01	85.32	66.84	59.38	0352
64	76.112	34.56	87.86	44.33	85.47	66.42	96.48	85.32	90.18	81.93	75.0	0758
0	73.312	-5.36	72.19	72.98	60.89	80.07	80.43	70.99	73.05	74.4	59.38	0502
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.89	88.8	57.02	50.0	0865
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.69	88.36	58.25	43.75	0265
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.84	88.26	57.72	54.69	0637
64	75.374	0.52	72.93	77.31	71.26	72.82	82.55	75.96	79.52	69.19	65.62	0005
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.57	88.39	59.23	62.5	0899
0	59.732	99.55	100.0	0.0	98.81	0.0	99.85	50.94	50.53	4.64	31.25	0089
0	59.436	99.06	99.82	0.0	100.0	0.0	97.36	83.37	83.49	57.89	45.31	0527
64	82.5	3.11	82.05	84.44	77.9	76.83	91.28	80.04	84.61	69.33	56.25	0867
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.33	88.89	57.55	60.94	0539
64	76.132	25.07	86.94	64.44	89.14	57.74	82.4	81.11	88.92	75.18	67.19	0648
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.3	89.1	58.65	53.12	0294
0	79.522	9.09	76.59	69.94	81.69	78.19	91.2	74.77	82.65	71.6	60.94	0070
0	67.028	0.13	72.02	63.98	58.4	69.92	70.82	76.09	86.39	83.04	71.88	0772
0	61.932	-23.41	52.62	76.37	49.81	75.58	55.28	59.13	71.7	72.05	53.12	0316
64	74.176	48.83	94.16	34.04	91.73	55.72	95.23	84.78	80.71	67.04	60.94	0580
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.04	88.41	57.55	51.56	0149
64	63.97	86.49	97.99	3.16	98.43	21.0	99.27	89.13	90.95	75.52	76.56	0260
0	62.722	90.53	98.42	4.56	98.6	12.25	99.78	88.04	88.62	79.38	70.31	0388
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.31	88.19	57.83	35.94	0906
64	80.056	-8.79	68.53	85.96	79.2	84.7	81.89	76.3	86.84	74.45	65.62	0908
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.49	88.74	57.55	53.12	0284
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.52	88.31	56.27	51.56	0342
64	75.024	45.75	93.21	58.48	90.28	36.67	96.48	86.21	85.34	67.15	51.56	0059
64	81.256	19.77	86.41	71.81	87.47	66.97	93.62	82.5	86.51	72.5	56.25	0335
0	65.088	81.78	97.47	15.56	97.62	16.48	98.31	88.94	90.89	73.95	78.12	0017
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	87.86	88.8	56.66	50.0	0373
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.54	88.09	59.01	42.19	0109
64	61.616	93.96	98.63	10.41	99.19	0.07	99.78	88.0	88.64	66.26	71.88	0780
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.3	89.43	57.72	67.19	0299
64	69.616	63.49	95.6	41.05	94.06	21.99	95.38	84.76	84.64	67.32	60.94	0075
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.52	88.42	57.47	51.56	0096
0	67.014	68.36	93.45	8.89	93.52	43.1	96.11	84.02	86.48	70.26	68.75	0875
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.04	89.15	57.39	48.44	0044
64	75.0	-24.74	73.53	87.6	48.03	92.09	73.75	68.02	77.48	79.24	65.62	0647
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.87	88.41	58.06	45.31	2822
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.8	88.69	58.17	51.56	0854
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.12	88.66	56.74	59.38	0289
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.8	88.33	58.14	46.88	0549
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	88.77	58.39	45.31	0540
0	50.402	-61.06	26.58	83.16	24.74	90.92	26.61	53.01	79.81	84.42	78.12	0302
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.09	89.51	57.36	46.88	0313
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.14	88.46	59.18	54.69	0397
0	60.164	99.59	100.0	0.82	100.0	0.0	100.0	86.61	87.05	58.81	35.94	0057
64	78.46	15.65	86.55	64.91	81.69	73.23	85.92	79.67	77.84	67.35	51.56	0012
0	63.91	63.01	94.65	19.18	77.9	33.03	94.79	82.63	88.67	81.76	75.0	0103
64	84.026	10.21	86.55	76.84	84.01	78.96	93.77	84.33	88.82	80.47	82.81	0642
0	61.806	92.48	98.17	12.63	98.38	0.0	99.85	88.47	87.8	67.6	59.38	0304
0	70.232	66.81	94.61	55.44	96.92	4.85	99.34	87.67	86.94	69.59	64.06	0108
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.56	88.57	57.95	42.19	0787
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.95	88.79	57.19	64.06	0121
64	73.7	36.12	83.1	56.14	87.57	47.92	93.77	84.91	90.82	81.73	75.0	0544
64	62.178	91.67	98.94	0.23	98.33	14.12	99.27	87.53	88.19	67.52	68.75	0900
64	54.748	86.66	92.96	5.5	81.15	0.0	94.13	35.12	34.99	5.37	23.44	0803
0	74.602	40.55	88.84	68.65	89.57	31.89	94.06	85.07	86.56	70.96	60.94	0641
64	59.996	87.81	97.4	14.62	90.38	0.0	97.58	80.0	80.35	57.83	34.38	0361
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.49	88.47	58.73	51.56	0855
64	70.99	60.82	92.47	4.44	95.03	64.55	98.46	85.62	88.28	73.87	71.88	0060
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.99	88.44	57.08	40.62	0301
0	68.138	45.88	89.69	29.36	81.36	51.86	88.42	81.44	89.3	81.51	78.12	0586
0	65.702	78.26	95.85	24.21	97.3	13.28	97.87	87.75	89.17	70.48	57.81	0133
64	60.306	98.79	99.79	1.99	99.68	0.07	100.0	88.69	88.38	66.62	68.75	0391
0	81.268	11.1	85.11	78.01	83.9	71.2	88.12	80.71	75.97	67.63	60.94	0257
64	83.762	13.07	84.93	80.12	86.44	71.72	95.6	84.76	90.34	78.51	78.12	0386
0	64.392	80.89	97.29	21.05	95.52	10.67	97.43	84.81	83.19	65.84	59.38	0813
0	66.148	75.51	94.47	25.03	95.68	16.66	98.9	89.28	88.18	82.23	70.31	0064
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.38	89.15	58.06	45.31	0874
64	60.03	99.47	99.96	0.0	99.78	0.7	99.71	88.75	89.51	70.01	76.56	0083
0	5.922	9.87	7.85	0.0	5.56	0.0	16.2	5.15	5.28	0.0	3.12	0811
64	82.644	10.42	86.8	72.87	85.95	79.92	87.68	80.98	83.72	68.35	51.56	0311
0	63.21	1.64	64.17	55.2	57.27	69.25	70.16	71.45	87.93	80.89	64.06	0541
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.84	57.27	59.38	0355
64	62.35	91.93	98.28	14.27	99.24	0.11	99.85	88.06	88.23	67.26	62.5	0077
64	74.28	49.79	91.31	36.14	95.46	52.67	95.82	84.03	84.68	67.94	64.06	0864
0	78.282	14.55	81.59	60.58	84.87	78.52	85.85	76.9	79.59	69.78	57.81	0809
0	61.152	95.1	99.26	8.19	98.38	0.0	99.93	41.6	42.34	7.41	32.81	0081
64	59.966	99.81	99.96	0.12	99.78	0.04	99.93	89.0	89.78	69.08	64.06	0141
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.92	88.89	58.45	43.75	0888
64	77.288	42.27	88.95	53.68	95.84	50.17	97.8	86.82	88.66	71.46	71.88	0755
64	65.002	81.04	97.57	12.75	96.81	20.01	97.87	86.87	86.69	67.6	62.5	0072
64	85.71	4.17	85.96	82.34	84.01	84.08	92.16	82.1	88.16	73.84	65.62	0631
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.99	88.57	57.33	62.5	0792
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.46	88.44	58.34	60.94	0612
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.52	88.46	58.62	57.81	0762
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.52	88.9	58.25	68.75	0111
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.82	88.97	58.84	43.75	0098
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.54	88.87	58.42	59.38	0585
64	68.696	68.12	95.39	11.81	95.08	43.84	97.36	86.79	89.02	72.3	73.44	0833
64	76.876	35.43	89.79	42.57	90.98	68.66	92.38	84.96	89.5	72.86	67.19	0402
0	53.302	-25.9	41.22	54.39	39.65	83.3	47.95	63.97	85.67	85.09	76.56	0022
64	60.188	99.14	99.65	1.4	99.89	0.0	100.0	88.59	89.02	67.29	59.38	0041
64	72.178	-20.86	68.11	86.78	63.21	82.6	60.19	73.27	89.04	81.2	71.88	0290
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	87.96	88.16	57.78	53.12	0802
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	88.62	60.1	54.69	0861
64	64.674	82.94	97.29	29.82	96.33	0.0	99.93	87.6	85.58	67.46	46.88	0829
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.74	89.45	58.09	65.62	0268
64	82.48	-1.81	74.76	83.98	84.06	83.16	86.44	76.85	80.63	69.19	70.31	0576
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.77	88.44	58.87	48.44	0820
64	76.788	28.25	82.93	42.69	88.01	76.98	93.33	81.8	86.51	74.51	73.44	0094
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.18	88.06	57.55	56.25	0568
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	88.79	58.09	56.25	0505
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.46	88.41	58.56	73.44	0029
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.38	88.77	57.3	32.81	0798
0	59.968	99.95	100.0	0.0	99.84	0.0	100.0	88.59	88.0	67.32	62.5	0146
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.57	58.62	51.56	0377
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.02	89.09	58.2	59.38	0554
0	64.664	83.06	97.89	25.5	96.87	4.16	98.9	87.9	82.56	67.21	57.81	0122
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.74	89.04	57.41	50.0	0868
64	85.004	9.03	83.07	81.17	88.49	78.01	94.28	81.03	88.9	74.31	67.19	0056
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.16	88.26	59.07	54.69	0323
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.1	89.15	58.7	60.94	0559
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.72	88.77	59.29	45.31	0028
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.64	88.74	58.81	48.44	0892
64	85.642	7.52	87.86	79.18	86.01	83.08	92.08	83.5	84.28	71.88	73.44	0349
64	70.28	-23.35	76.56	86.78	57.0	81.79	49.27	73.45	82.05	77.9	67.19	0135
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.42	88.75	55.96	48.44	0350
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.77	88.67	58.34	50.0	0561
0	78.64	33.25	90.95	61.29	90.44	56.09	94.43	85.14	84.78	70.17	68.75	0357
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.14	88.28	58.06	64.06	0003
64	57.04	95.07	98.24	0.0	90.11	0.0	96.85	43.92	43.25	4.03	37.5	0806
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.34	88.54	57.36	53.12	0113
64	79.354	-14.83	82.65	89.12	55.43	87.39	82.18	76.49	87.2	80.55	60.94	0405
64	68.388	74.0	97.29	28.3	97.84	19.68	98.83	87.9	87.38	66.62	56.25	0334
0	69.934	11.31	73.88	53.22	68.77	73.08	80.72	77.05	85.96	82.12	70.31	0569
64	63.47	86.69	97.47	8.42	97.78	14.49	99.19	88.24	89.51	69.39	56.25	0789
64	80.954	8.66	79.09	80.82	82.23	70.69	91.94	81.18	87.85	73.34	62.5	0097
0	77.272	10.72	79.94	74.27	81.09	67.41	83.65	77.76	80.81	71.96	54.69	0878
64	68.938	58.34	93.88	32.16	89.03	35.71	93.91	81.36	85.93	67.91	57.81	0016
0	60.67	98.19	99.96	3.51	99.95	0.0	99.93	89.18	87.37	68.63	48.44	0567
0	62.446	91.96	99.16	1.52	99.19	13.02	99.34	88.46	89.68	71.66	73.44	0327
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.09	88.44	57.44	46.88	0781
0	75.934	20.54	79.55	59.88	79.79	67.34	93.11	80.0	90.55	82.29	82.81	0032
0	60.158	99.39	99.96	1.05	99.78	0.0	100.0	88.23	89.04	67.57	64.06	0010
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.59	88.92	57.72	64.06	0058
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.59	88.08	56.41	46.88	0817
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.59	88.69	56.83	59.38	0555
64	62.61	89.86	98.38	12.87	98.6	4.52	98.68	87.58	87.85	67.68	56.25	0112
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.0	88.84	57.83	54.69	0362
0	35.736	-89.34	0.0	88.65	0.0	90.03	0.0	6.59	5.81	66.87	40.62	0407
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.9	88.97	58.09	68.75	0359
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.39	88.42	58.03	56.25	0600
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.51	88.42	57.11	45.31	0552
0	70.852	34.01	80.57	70.99	80.28	29.9	92.52	81.65	90.62	78.48	78.12	0298
0	21.258	-47.53	5.21	98.01	1.46	1.54	0.07	45.34	44.98	56.86	42.19	0392
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.28	57.27	60.94	2763
64	77.106	39.45	89.79	71.93	94.0	34.94	94.87	85.77	91.0	73.34	75.0	0375
64	76.542	-2.47	66.53	68.19	75.53	87.86	84.6	74.5	83.69	75.91	62.5	0636
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.64	88.57	57.97	48.44	0639
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.69	89.2	57.47	54.69	0810
64	85.096	9.32	85.36	81.52	88.22	77.49	92.89	82.78	83.75	70.84	54.69	0325
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.09	88.89	57.16	54.69	0037
64	80.36	39.63	93.38	40.82	97.68	72.34	97.58	88.57	90.8	73.84	75.0	0860
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.69	88.51	57.36	70.31	0071
0	62.788	89.56	99.16	3.39	98.0	14.71	98.68	86.94	86.15	66.76	59.38	0759
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.04	89.37	58.48	60.94	0871
0	60.954	95.72	99.4	5.5	98.92	1.54	99.41	87.7	86.62	67.12	51.56	0312
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.52	89.12	56.94	50.0	0773
0	67.38	45.86	89.72	37.66	78.01	42.07	89.44	82.0	88.04	81.25	70.31	0571
0	72.976	7.54	75.22	67.13	69.26	69.77	83.5	76.19	88.03	81.23	71.88	0296
64	48.594	50.29	83.35	36.84	35.98	0.0	86.8	72.61	73.43	57.69	34.38	0785
0	79.02	24.95	87.43	61.05	87.63	67.05	91.94	81.26	84.96	72.64	65.62	0305
64	62.452	90.43	98.35	12.05	98.33	4.34	99.19	87.8	87.93	67.01	64.06	0611
64	80.732	5.45	85.74	76.96	77.8	77.97	85.19	84.21	87.32	83.32	85.94	0389
0	61.34	94.27	98.94	5.85	99.08	3.71	99.12	87.88	87.33	66.2	56.25	0578
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.41	88.82	58.95	37.5	0873
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.57	88.69	59.12	35.94	0834
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.8	89.32	57.75	51.56	0566
64	78.106	-12.65	70.78	85.85	65.21	85.55	83.14	78.6	85.88	83.18	79.69	0589
64	79.42	24.64	89.37	53.22	84.17	76.06	94.28	82.22	82.76	67.74	53.12	0147
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.46	88.69	58.98	57.81	0131
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.59	88.85	58.51	57.81	0079
0	62.504	93.55	100.0	12.75	99.84	0.0	99.93	85.34	85.04	57.95	29.69	0129
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.46	88.57	56.3	45.31	0114
64	82.106	14.57	86.45	65.38	87.03	81.35	90.32	80.38	85.65	71.18	71.88	0048
64	82.276	1.17	81.77	78.48	79.15	84.66	87.32	78.45	83.62	78.12	75.0	0513
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.69	88.47	57.72	59.38	0254
0	62.026	92.07	98.84	13.57	98.6	0.0	99.12	88.06	82.89	66.0	65.62	0572
0	64.67	-20.89	53.57	74.97	53.27	79.44	62.1	62.86	83.09	81.95	67.19	0379
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.72	88.95	58.62	45.31	0778
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.16	88.56	59.23	39.06	0602
0	67.312	67.82	93.63	15.32	93.14	37.92	96.55	83.77	90.18	78.54	70.31	0088
0	59.178	-42.63	37.21	83.27	45.11	86.24	44.06	53.43	76.77	75.18	62.5	0107
0	64.828	-29.02	52.09	86.43	46.14	78.04	61.44	59.46	77.39	76.05	73.44	0331
0	69.824	65.41	93.91	60.35	95.52	0.81	98.53	88.99	86.54	75.27	57.81	0263
0	59.112	95.79	99.16	3.27	96.43	0.0	96.7	83.67	83.24	58.51	48.44	0127
0	61.706	94.28	99.3	3.51	99.24	6.77	99.71	89.23	89.07	70.09	73.44	0510
64	61.078	96.35	99.4	6.2	99.68	0.33	99.78	89.17	89.22	66.87	62.5	0783
0	60.942	93.97	98.03	6.32	98.0	2.8	99.56	88.64	89.58	69.28	68.75	0050
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.52	88.71	58.98	53.12	0788
0	59.852	99.75	99.26	0.0	100.0	0.0	100.0	86.29	86.16	57.78	46.88	0093
0	72.01	-14.95	67.65	78.95	63.43	83.01	67.01	64.04	77.66	72.55	56.25	0259
0	59.99	99.98	100.0	0.0	99.95	0.0	100.0	88.33	88.41	59.23	42.19	0039
64	60.084	99.43	100.0	0.82	100.0	0.04	99.56	88.59	89.43	68.89	65.62	0542
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.36	88.52	57.95	59.38	0532
0	70.35	47.26	91.52	27.6	85.85	56.38	90.4	80.99	75.94	68.97	62.5	0020
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.05	88.85	57.05	46.88	0307
64	76.86	2.04	68.36	72.05	76.99	79.22	87.68	78.09	86.21	77.5	65.62	0884
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.59	88.97	57.3	53.12	0110
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.14	88.52	57.95	56.25	0815
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.77	89.4	58.79	57.81	0019
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.59	88.77	57.89	37.5	0353
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.9	88.87	56.74	51.56	0543
0	60.13	99.43	99.89	0.35	99.89	0.59	99.93	89.43	90.29	69.81	65.62	0348
64	4.62	7.7	5.77	0.0	2.59	0.0	14.74	4.24	4.36	0.0	1.56	0319
0	67.222	28.83	79.02	26.43	78.07	73.41	79.18	73.15	73.94	68.16	60.94	0117
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.36	88.29	57.08	42.19	0346
64	59.992	99.99	99.96	0.0	100.0	0.0	100.0	88.64	88.28	58.51	39.06	0536
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.23	88.67	56.83	45.31	0905
0	67.612	73.01	96.27	12.16	96.38	35.45	97.8	85.44	84.89	67.88	53.12	0051
64	72.798	54.9	95.35	24.44	92.22	55.28	96.7	85.55	87.3	72.19	68.75	0598
0	74.336	44.89	92.29	59.65	91.03	35.16	93.55	84.84	86.18	71.85	70.31	0321
64	62.204	89.81	98.98	0.23	97.46	16.4	97.95	87.17	89.04	68.69	68.75	0756
